Classification,Yield,Trait_value,Stage,Trait,Condition
Elite,591.2275806,0.81535254,Vegetative Stage,NDVI,Yield Potential
Elite,683.2829889,0.806595399,Vegetative Stage,NDVI,Yield Potential
Elite,602.929282,0.825603168,Vegetative Stage,NDVI,Yield Potential
Elite,575.7216705,0.792705781,Vegetative Stage,NDVI,Yield Potential
Elite,685.5685794,0.803424467,Vegetative Stage,NDVI,Yield Potential
Elite,580.7904101,0.812274741,Vegetative Stage,NDVI,Yield Potential
Elite,582.5217224,0.824383605,Vegetative Stage,NDVI,Yield Potential
Elite,638.3686695,0.819116525,Vegetative Stage,NDVI,Yield Potential
Elite,605.0281267,0.830013653,Vegetative Stage,NDVI,Yield Potential
Elite,558.4888714,0.831292075,Vegetative Stage,NDVI,Yield Potential
Elite,626.1360378,0.818146618,Vegetative Stage,NDVI,Yield Potential
Elite,584.2967618,0.818159652,Vegetative Stage,NDVI,Yield Potential
Elite,595.6939772,0.806994557,Vegetative Stage,NDVI,Yield Potential
Elite,625.2314898,0.790863318,Vegetative Stage,NDVI,Yield Potential
Elite,612.3098838,0.815048476,Vegetative Stage,NDVI,Yield Potential
Elite,499.1792674,0.810110416,Vegetative Stage,NDVI,Yield Potential
Elite,623.3803796,0.81713597,Vegetative Stage,NDVI,Yield Potential
Elite,594.7671003,0.787398359,Vegetative Stage,NDVI,Yield Potential
Elite,615.2322548,0.82603129,Vegetative Stage,NDVI,Yield Potential
Elite,625.8226975,0.795728148,Vegetative Stage,NDVI,Yield Potential
Elite,622.4344742,0.808752603,Vegetative Stage,NDVI,Yield Potential
Elite,628.9033781,0.805290716,Vegetative Stage,NDVI,Yield Potential
Elite,621.7027521,0.823212641,Vegetative Stage,NDVI,Yield Potential
Elite,495.3587485,0.802532633,Vegetative Stage,NDVI,Yield Potential
Elite,581.5122744,0.802162786,Vegetative Stage,NDVI,Yield Potential
Elite,591.2599682,0.817892837,Vegetative Stage,NDVI,Yield Potential
Elite,639.3217932,0.815241093,Vegetative Stage,NDVI,Yield Potential
Elite,525.0701418,0.807316782,Vegetative Stage,NDVI,Yield Potential
Elite,603.9250205,0.826747293,Vegetative Stage,NDVI,Yield Potential
Elite,553.587357,0.824726882,Vegetative Stage,NDVI,Yield Potential
Elite,540.8343742,0.822176343,Vegetative Stage,NDVI,Yield Potential
Elite,615.2428454,0.804043951,Vegetative Stage,NDVI,Yield Potential
Elite,601.3058598,0.809381791,Vegetative Stage,NDVI,Yield Potential
Elite,583.503137,0.823379583,Vegetative Stage,NDVI,Yield Potential
Elite,646.7870353,0.815133868,Vegetative Stage,NDVI,Yield Potential
Elite,629.2594758,0.819931764,Vegetative Stage,NDVI,Yield Potential
Elite,597.9127669,0.802591225,Vegetative Stage,NDVI,Yield Potential
Elite,588.7943502,0.825844176,Vegetative Stage,NDVI,Yield Potential
Elite,641.89376,0.823324118,Vegetative Stage,NDVI,Yield Potential
Elite,647.4814325,0.812052008,Vegetative Stage,NDVI,Yield Potential
Elite,588.9501478,0.820909473,Vegetative Stage,NDVI,Yield Potential
Elite,575.6603082,0.823049969,Vegetative Stage,NDVI,Yield Potential
Elite,589.536452,0.81751601,Vegetative Stage,NDVI,Yield Potential
Elite,565.8486178,0.79556755,Vegetative Stage,NDVI,Yield Potential
Elite,647.7513703,0.810538084,Vegetative Stage,NDVI,Yield Potential
Elite,554.1517762,0.824387055,Vegetative Stage,NDVI,Yield Potential
Elite,579.8026216,0.792996529,Vegetative Stage,NDVI,Yield Potential
Elite,616.719156,0.801523983,Vegetative Stage,NDVI,Yield Potential
Elite,611.6053557,0.807812206,Vegetative Stage,NDVI,Yield Potential
Elite,640.5813282,0.794580772,Vegetative Stage,NDVI,Yield Potential
Elite,692.4405793,0.790928691,Vegetative Stage,NDVI,Yield Potential
Elite,592.5335827,0.791937932,Vegetative Stage,NDVI,Yield Potential
Elite,612.3689626,0.816252056,Vegetative Stage,NDVI,Yield Potential
Elite,638.4555857,0.807320403,Vegetative Stage,NDVI,Yield Potential
Elite,610.3350124,0.790461777,Vegetative Stage,NDVI,Yield Potential
Elite,653.0681843,0.802201581,Vegetative Stage,NDVI,Yield Potential
Elite,612.1150149,0.806102241,Vegetative Stage,NDVI,Yield Potential
Elite,641.3434476,0.814281384,Vegetative Stage,NDVI,Yield Potential
Elite,623.0681158,0.784603751,Vegetative Stage,NDVI,Yield Potential
Elite,594.1238696,0.822526476,Vegetative Stage,NDVI,Yield Potential
Elite,618.8081132,0.80806802,Vegetative Stage,NDVI,Yield Potential
Elite,692.9354068,0.813165486,Vegetative Stage,NDVI,Yield Potential
Elite,657.961883,0.782973932,Vegetative Stage,NDVI,Yield Potential
Elite,594.5463511,0.822766198,Vegetative Stage,NDVI,Yield Potential
Elite,559.9719031,0.814140264,Vegetative Stage,NDVI,Yield Potential
Elite,587.0353689,0.812233204,Vegetative Stage,NDVI,Yield Potential
Elite,557.8904019,0.84211126,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,613.9230525,0.819374054,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,564.2961813,0.811159241,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,552.8524988,0.815846004,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,630.8324944,0.811399187,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,585.571525,0.81936109,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,539.9864472,0.824528895,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,602.8943485,0.828528873,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,705.2299656,0.816501845,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,555.3871896,0.827173668,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,590.7545148,0.81024928,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,625.7564144,0.810718062,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,614.4882016,0.808833599,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,644.7322891,0.806603309,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,637.5821481,0.802363823,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,599.8554719,0.816834371,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,590.8709896,0.819252767,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,615.5146172,0.819122753,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,536.6511825,0.818238657,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,561.9468026,0.804160616,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,580.6791827,0.829787645,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,584.8290171,0.822654237,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,557.3718896,0.817666635,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,620.1678265,0.816508413,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,602.5445262,0.822276216,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,592.4821543,0.827982938,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,521.7043139,0.832720774,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,571.9173507,0.833481284,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,551.028693,0.824576905,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,606.5574554,0.797925897,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,596.5307143,0.814243446,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,621.7785017,0.822586633,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,594.5210315,0.822805245,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,576.2048903,0.820188325,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,654.1872441,0.829505259,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,620.0560864,0.802727234,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,561.8271359,0.810698722,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,567.782021,0.816334838,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,550.0831558,0.828619656,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,592.479176,0.814421756,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,609.7858476,0.825263779,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,623.3535545,0.82633127,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,528.9972183,0.80778853,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,585.5186653,0.824113664,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,495.7554221,0.82468455,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,617.1189665,0.824136839,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,569.2638712,0.822193065,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,588.7829568,0.825191512,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,606.8278149,0.818303169,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,564.344767,0.823513238,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,554.1669555,0.812902504,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,614.1875495,0.82302339,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,590.9845992,0.824864493,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,567.7624488,0.822984319,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,575.3532525,0.817456774,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,561.6417544,0.818539567,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,591.5794295,0.818798195,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,546.1910297,0.823632313,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,597.4213736,0.822491683,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,558.2258373,0.817316525,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,616.9789239,0.810215689,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,590.033866,0.825967438,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,612.7234817,0.809772051,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,658.4741093,0.826572628,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,642.1467841,0.818491647,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,582.4566728,0.811744486,Vegetative Stage,NDVI,Yield Potential
Exotic-derived,585.1997285,0.818340291,Vegetative Stage,NDVI,Yield Potential
Elite,527.1285481,0.805904808,Grain Filling Stage,NDVI,Yield Potential
Elite,503.8847993,0.81436761,Grain Filling Stage,NDVI,Yield Potential
Elite,580.630016,0.808333642,Grain Filling Stage,NDVI,Yield Potential
Elite,601.1250587,0.815914489,Grain Filling Stage,NDVI,Yield Potential
Elite,616.8547412,0.813295403,Grain Filling Stage,NDVI,Yield Potential
Elite,586.7167752,0.809635655,Grain Filling Stage,NDVI,Yield Potential
Elite,597.4843481,0.788027585,Grain Filling Stage,NDVI,Yield Potential
Elite,569.0109766,0.817890019,Grain Filling Stage,NDVI,Yield Potential
Elite,484.5498518,0.826438305,Grain Filling Stage,NDVI,Yield Potential
Elite,613.2972123,0.815877248,Grain Filling Stage,NDVI,Yield Potential
Elite,585.5915301,0.821369975,Grain Filling Stage,NDVI,Yield Potential
Elite,650.8182705,0.825194235,Grain Filling Stage,NDVI,Yield Potential
Elite,531.3609069,0.821419163,Grain Filling Stage,NDVI,Yield Potential
Elite,606.4414549,0.828017815,Grain Filling Stage,NDVI,Yield Potential
Elite,575.4970789,0.787936683,Grain Filling Stage,NDVI,Yield Potential
Elite,588.97176,0.796964394,Grain Filling Stage,NDVI,Yield Potential
Elite,591.2275806,0.812959463,Grain Filling Stage,NDVI,Yield Potential
Elite,683.2829889,0.809410514,Grain Filling Stage,NDVI,Yield Potential
Elite,602.929282,0.810198784,Grain Filling Stage,NDVI,Yield Potential
Elite,575.7216705,0.78843674,Grain Filling Stage,NDVI,Yield Potential
Elite,685.5685794,0.79508821,Grain Filling Stage,NDVI,Yield Potential
Elite,580.7904101,0.826005274,Grain Filling Stage,NDVI,Yield Potential
Elite,582.5217224,0.802012846,Grain Filling Stage,NDVI,Yield Potential
Elite,638.3686695,0.817630365,Grain Filling Stage,NDVI,Yield Potential
Elite,605.0281267,0.823019889,Grain Filling Stage,NDVI,Yield Potential
Elite,558.4888714,0.838611548,Grain Filling Stage,NDVI,Yield Potential
Elite,626.1360378,0.818107424,Grain Filling Stage,NDVI,Yield Potential
Elite,584.2967618,0.827338085,Grain Filling Stage,NDVI,Yield Potential
Elite,595.6939772,0.820785459,Grain Filling Stage,NDVI,Yield Potential
Elite,625.2314898,0.799012686,Grain Filling Stage,NDVI,Yield Potential
Elite,612.3098838,0.801171885,Grain Filling Stage,NDVI,Yield Potential
Elite,499.1792674,0.808117277,Grain Filling Stage,NDVI,Yield Potential
Elite,623.3803796,0.812309747,Grain Filling Stage,NDVI,Yield Potential
Elite,594.7671003,0.778478565,Grain Filling Stage,NDVI,Yield Potential
Elite,615.2322548,0.81384344,Grain Filling Stage,NDVI,Yield Potential
Elite,625.8226975,0.779523207,Grain Filling Stage,NDVI,Yield Potential
Elite,622.4344742,0.800061827,Grain Filling Stage,NDVI,Yield Potential
Elite,628.9033781,0.796721559,Grain Filling Stage,NDVI,Yield Potential
Elite,621.7027521,0.817385613,Grain Filling Stage,NDVI,Yield Potential
Elite,495.3587485,0.800440068,Grain Filling Stage,NDVI,Yield Potential
Elite,581.5122744,0.784465181,Grain Filling Stage,NDVI,Yield Potential
Elite,591.2599682,0.817247501,Grain Filling Stage,NDVI,Yield Potential
Elite,639.3217932,0.812053637,Grain Filling Stage,NDVI,Yield Potential
Elite,525.0701418,0.818706694,Grain Filling Stage,NDVI,Yield Potential
Elite,603.9250205,0.822482245,Grain Filling Stage,NDVI,Yield Potential
Elite,553.587357,0.803884572,Grain Filling Stage,NDVI,Yield Potential
Elite,540.8343742,0.814287216,Grain Filling Stage,NDVI,Yield Potential
Elite,615.2428454,0.801430011,Grain Filling Stage,NDVI,Yield Potential
Elite,601.3058598,0.805225818,Grain Filling Stage,NDVI,Yield Potential
Elite,583.503137,0.824183446,Grain Filling Stage,NDVI,Yield Potential
Elite,646.7870353,0.803365436,Grain Filling Stage,NDVI,Yield Potential
Elite,629.2594758,0.817489271,Grain Filling Stage,NDVI,Yield Potential
Elite,597.9127669,0.80150151,Grain Filling Stage,NDVI,Yield Potential
Elite,588.7943502,0.824497752,Grain Filling Stage,NDVI,Yield Potential
Elite,641.89376,0.823790569,Grain Filling Stage,NDVI,Yield Potential
Elite,647.4814325,0.798006658,Grain Filling Stage,NDVI,Yield Potential
Elite,588.9501478,0.813873488,Grain Filling Stage,NDVI,Yield Potential
Elite,575.6603082,0.809180766,Grain Filling Stage,NDVI,Yield Potential
Elite,589.536452,0.808845803,Grain Filling Stage,NDVI,Yield Potential
Elite,565.8486178,0.764284629,Grain Filling Stage,NDVI,Yield Potential
Elite,647.7513703,0.800554586,Grain Filling Stage,NDVI,Yield Potential
Elite,554.1517762,0.81379433,Grain Filling Stage,NDVI,Yield Potential
Elite,579.8026216,0.784722208,Grain Filling Stage,NDVI,Yield Potential
Elite,616.719156,0.773450289,Grain Filling Stage,NDVI,Yield Potential
Elite,611.6053557,0.803093486,Grain Filling Stage,NDVI,Yield Potential
Elite,640.5813282,0.80104572,Grain Filling Stage,NDVI,Yield Potential
Elite,692.4405793,0.792716572,Grain Filling Stage,NDVI,Yield Potential
Elite,592.5335827,0.789935116,Grain Filling Stage,NDVI,Yield Potential
Elite,612.3689626,0.797266979,Grain Filling Stage,NDVI,Yield Potential
Elite,638.4555857,0.792127089,Grain Filling Stage,NDVI,Yield Potential
Elite,610.3350124,0.779405137,Grain Filling Stage,NDVI,Yield Potential
Elite,653.0681843,0.786800235,Grain Filling Stage,NDVI,Yield Potential
Elite,612.1150149,0.804526273,Grain Filling Stage,NDVI,Yield Potential
Elite,641.3434476,0.80153978,Grain Filling Stage,NDVI,Yield Potential
Elite,623.0681158,0.765762127,Grain Filling Stage,NDVI,Yield Potential
Elite,594.1238696,0.812264972,Grain Filling Stage,NDVI,Yield Potential
Elite,618.8081132,0.79596575,Grain Filling Stage,NDVI,Yield Potential
Elite,692.9354068,0.806142117,Grain Filling Stage,NDVI,Yield Potential
Elite,657.961883,0.777088266,Grain Filling Stage,NDVI,Yield Potential
Elite,594.5463511,0.823169329,Grain Filling Stage,NDVI,Yield Potential
Elite,559.9719031,0.832670904,Grain Filling Stage,NDVI,Yield Potential
Elite,587.0353689,0.816841697,Grain Filling Stage,NDVI,Yield Potential
Elite,557.8904019,0.838452038,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,613.9230525,0.813735353,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,564.2961813,0.818563809,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,552.8524988,0.820764525,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,630.8324944,0.825050475,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,585.571525,0.812349722,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,539.9864472,0.796802217,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,602.8943485,0.828132661,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,705.2299656,0.819357505,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,555.3871896,0.821659717,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,590.7545148,0.798326584,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,625.7564144,0.813993691,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,614.4882016,0.813356944,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,644.7322891,0.810969102,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,637.5821481,0.804900658,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,599.8554719,0.801515826,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,590.8709896,0.808048576,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,615.5146172,0.809003858,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,536.6511825,0.822360168,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,561.9468026,0.794482805,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,580.6791827,0.83265779,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,584.8290171,0.807460281,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,557.3718896,0.795787742,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,620.1678265,0.806754232,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,602.5445262,0.814569951,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,592.4821543,0.826923325,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,521.7043139,0.819654104,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,571.9173507,0.823032624,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,551.028693,0.808586325,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,606.5574554,0.799118704,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,596.5307143,0.803897721,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,621.7785017,0.812058652,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,594.5210315,0.81755293,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,576.2048903,0.809958783,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,654.1872441,0.821333136,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,620.0560864,0.801576895,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,561.8271359,0.803152522,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,567.782021,0.814995204,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,550.0831558,0.807950577,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,592.479176,0.813038407,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,609.7858476,0.821504935,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,623.3535545,0.824467201,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,528.9972183,0.806200991,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,585.5186653,0.80836455,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,495.7554221,0.817424344,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,617.1189665,0.820836041,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,569.2638712,0.800207184,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,588.7829568,0.810354969,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,606.8278149,0.801918086,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,564.344767,0.819759299,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,554.1669555,0.7831723,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,614.1875495,0.814058655,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,590.9845992,0.814879893,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,567.7624488,0.821951993,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,575.3532525,0.806546344,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,561.6417544,0.806896417,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,591.5794295,0.798569441,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,546.1910297,0.812203706,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,597.4213736,0.810461596,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,558.2258373,0.805389014,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,616.9789239,0.800047829,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,590.033866,0.823013372,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,612.7234817,0.777612865,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,658.4741093,0.821783978,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,642.1467841,0.805214222,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,582.4566728,0.80116164,Grain Filling Stage,NDVI,Yield Potential
Exotic-derived,585.1997285,0.804581867,Grain Filling Stage,NDVI,Yield Potential
Elite,527.1285481,26.38200404,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,503.8847993,26.19880562,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,580.630016,26.06237377,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,601.1250587,26.08792724,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,616.8547412,26.24614045,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,586.7167752,26.58210755,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,597.4843481,26.09433074,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,569.0109766,26.4448858,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,484.5498518,26.79627332,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,613.2972123,26.0756296,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,585.5915301,26.14319196,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,650.8182705,26.20481192,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,531.3609069,26.2217301,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,606.4414549,25.94223033,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,575.4970789,25.74874842,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,588.97176,26.32904977,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,591.2275806,25.99261016,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,683.2829889,26.24126786,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,602.929282,25.77573091,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,575.7216705,26.45059824,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,685.5685794,26.17452544,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,580.7904101,26.27339214,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,582.5217224,25.75369837,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,638.3686695,25.75164942,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,605.0281267,25.70527809,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,558.4888714,26.12909048,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,626.1360378,25.98206854,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,584.2967618,26.23879885,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,595.6939772,26.31305094,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,625.2314898,26.75204389,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,612.3098838,25.77469942,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,499.1792674,26.13735168,Vegetative Stage,Canopy Temperature,Yield Potential
